,col,x_estimate,y_estimate
0,0.4201223272621467,252.07294434831212,541.293935160277
1,0.23296521844872575,153.18323715036308,681.4203246979889
2,0.17445078912424128,218.21472969106588,436.51407219890183
3,0.32395911165661917,559.2192104852321,321.62259259675164
4,0.30824950151099273,716.5087053467646,565.761666197981
5,0.17253507501221624,545.6249127406818,797.7301129612785
6,0.19481799970803115,342.08546577499675,634.7905321588505
7,0.15841058922546644,494.60653167969883,358.8042600139575
8,0.27760881181981,769.1211568908267,421.9516883783824
9,0.15890753363692595,721.187773387644,712.78225788106
10,0.18613712772837168,455.62835015389226,748.442754875707
11,0.1382768427177084,414.70013012154044,478.0392990123703
12,0.1993998681181906,670.3404017387636,354.67168659137093
13,0.19278751869141447,807.5064015000244,569.0355823224396
14,0.14301566756503514,637.4476187191157,763.1822911655863
15,0.16591137584581853,443.46679576370485,613.0065884213016
16,0.13065478260574004,559.4812891776817,374.0824875719227
17,0.20499373947485414,793.7069747876267,434.97286042089144
18,0.12906453348196678,773.7440288617386,680.6731212284255
19,0.16252903445199418,543.8915677220002,702.5407138118878
20,0.12254237951356664,496.89331354265425,468.42619199618673
21,0.16448824719123706,705.1143338605211,363.6546364801814
22,0.15553434246456485,830.2868003250265,556.3096098913961
23,0.12855574233902062,671.8273820548509,717.288477770272
24,0.1459071885848979,506.78771095367,584.5634672148474
25,0.1176198067216801,599.64831072922,380.23831416520795
26,0.1707570005950258,805.7109716325515,441.1895509637209
27,0.11450751634968577,792.235176073775,659.3967031483612
28,0.14540769389855343,589.9038233443285,670.1084376827074
29,0.11162904355053327,541.2989225992017,458.57720958224917
30,0.14453379331297686,725.8075185508072,374.9546767885694
31,0.13429979985881102,837.4634181386082,549.7823758445305
32,0.118410815296598,696.5003745809686,683.2574389370541
33,0.13090316300008725,544.1775847750492,556.9616472292865
34,0.1088726708402484,630.0959023617576,381.4994954404324
35,0.14887162350223498,814.9209635461873,441.3411383609059
36,0.10502184455116334,790.172190869962,631.1327767025563
